own_speed_kph,rival_speed_kph,speed_delta_kph,gap_s,gap_rate_s_per_s,own_accel_kph_s,rival_accel_kph_s,own_throttle,rival_throttle,throttle_delta,own_brake,rival_brake,own_rpm,rival_rpm,rpm_delta,own_gear,rival_gear,own_drs,rival_drs,speed_delta_roll_mean,speed_delta_roll_std,own_energy_mj,energy_uncertainty_mj,recovery_kw,recovery_uncertainty_kw,action,source_group,label_source
228.52019072511405,220.5165811586624,8.003609566451644,-2.434935912674103,0.028050560535122736,-4.296462314416191,4.968753920412494,35.03518379890263,84.22233548343159,-49.18715168452896,0,0,10482.110744146426,11652.534422438812,-1170.4236782923854,6,6,1,1,-1.5021970699826626,1.4558005704968984,3.6655955827864943,0.20721286105539077,5.765113470399564,2.5965264878262135,HOLD,2,gridghost_v2_teacher
213.40088906816496,180.87978797652704,32.52110109163792,1.4575121353726097,-0.03073456374429224,-87.40219697457265,-85.80899177601134,3.301860892767907,3.446568024063062,-0.14470713129515467,100,100,10976.576660304661,10614.754744265385,361.8219160392764,7,5,1,1,28.715889170883564,16.354203622536247,3.6897368959032666,0.08892774157039351,21.002445167716537,0.6570564868084317,ATTACK,22,gridghost_v2_teacher
271.1062254117051,237.90148310910752,33.204742302597595,-0.29261661571613584,0.004054744169333487,3.9455969934499246,-76.84355887080741,22.749508773832105,16.971430223585518,5.778078550246587,0,100,11210.25844207114,10607.619747075163,602.638694995976,7,7,1,1,-5.428623279422665,15.149653267924487,3.0373132979348574,0.21645196027904023,36.214396087356086,5.812175685452617,DEFEND,19,gridghost_v2_teacher
263.3555281484864,276.46655093443314,-13.111022785946716,0.21606860662716149,-0.02774110755987403,13.66487940628576,-0.9565216244080744,100.0,100.0,0.0,0,0,10973.671532319973,11343.946224713047,-370.27469239307356,7,7,1,1,-16.10274529335169,0.7375414793834909,1.9124250679860724,0.16304722129623778,34.424948583721154,9.520774800008862,HOLD,13,gridghost_v2_teacher
194.96592892864516,167.82652304008064,27.13940588856451,-0.6923033791051464,-0.028164140412163433,-89.22324369207605,-58.310552419756306,0.0,0.0,0.0,100,100,10465.456124043836,11499.440368274954,-1033.9842442311183,5,5,1,1,32.18612470411978,3.951720454003783,3.5300389564583425,0.13127737228801412,36.63091730997156,2.5045937986155584,DEFEND,23,gridghost_v2_teacher
284.59073957343276,295.44085134192414,-10.850111768491388,-0.30383098713726797,0.004327770462832171,6.727536454680979,1.1633810567735199,100.0,100.0,0.0,0,0,10488.047515506121,10959.87975096404,-471.8322354579195,7,7,1,1,-10.912591417906228,3.472607584707887,1.4253082507995491,0.23052047930876834,20.509933042512497,3.0354504719284545,HOLD,13,gridghost_v2_teacher
249.1277324703237,263.31571241129865,-14.187979940974941,-1.4396594479002558,0.038109056808864256,11.388886514506122,-1.1040314725132951,94.88198773800202,92.5873924687558,2.29459526924623,0,0,11213.566568895481,10159.159848355292,1054.4067205401898,6,7,1,1,-8.662316324830165,3.1063618562039834,1.728819576032621,0.07890483777320939,4.653133547514824,2.7343892604596807,HOLD,7,gridghost_v2_teacher
264.96077070030145,238.6498709722428,26.310899728058644,0.4303683142564525,-0.062139225169548694,-12.540081390188451,-10.764872878699988,57.873672908668915,73.52784184630114,-15.654168937632228,0,0,10805.96699860587,11317.47780703646,-511.51080843058844,6,6,1,1,2.284869796726718,2.4750366947664304,1.6470683620194617,0.11631379946851045,23.4302581112192,6.5836719045757,HOLD,1,gridghost_v2_teacher
242.56329425767464,232.70137816949017,9.861916088184472,-1.618716054630715,-0.0024457515681260414,-3.273938477146952,5.355361007410403,20.776582575303788,85.45258410299395,-64.67600152769016,0,0,10593.732838137052,11203.176735819668,-609.4438976826168,6,6,1,1,0.513399411970213,0.0,1.0240085310227198,0.12418445677248775,37.34053844095859,12.123772080964526,CONSERVE,2,gridghost_v2_teacher
115.07105501266544,96.43832496138197,18.632730051283474,2.3606798381871794,-0.0820895519547399,-20.912027005510502,-16.381671396083586,3.430051507692908,26.286047935967936,-22.855996428275027,100,100,7793.132053027667,7071.435838897825,721.6962141298418,3,3,1,1,12.681923146869599,7.728532595133312,1.7107077673800308,0.2044024864221976,29.774756842549248,5.604865933105651,HOLD,28,gridghost_v2_teacher
130.5373315069064,133.3936969632543,-2.856365456347902,1.1772370154497074,-0.050593816217572266,-35.26073196878489,-29.390761834643826,0.7246792552139644,19.151510346214863,-18.4268310910009,100,100,7011.439764639143,7482.948559324459,-471.5087946853164,3,3,1,1,12.063506237196751,9.027622458625313,3.301037660683279,0.07877950051025016,0.6271329468690695,0.14402509251546353,ATTACK,28,gridghost_v2_teacher
241.367577911133,243.24093337780164,-1.8733554666686416,0.7584468657597233,0.013693699808334308,12.587370187669602,12.50922305640835,29.939974330169772,79.41258686762968,-49.47261253745991,0,0,10079.464174718321,11289.671423569756,-1210.207248851435,6,6,1,1,-1.0796400689019472,0.28996690764044974,2.542310234161061,0.107289245376411,41.61637931904122,0.37289237079384474,ATTACK,2,gridghost_v2_teacher
226.43869597795597,199.16435208966385,27.274343888292123,0.20825879531031566,-0.08802271472345943,-94.35376443985841,-111.43711290637006,0.0,0.0,0.0,100,100,9387.008106011604,9171.79506302518,215.21304298642463,7,7,1,1,11.612857686181442,21.99875868197727,3.7155439236552263,0.09652814839328674,23.884631576957407,9.090237310500164,ATTACK,21,gridghost_v2_teacher
105.9412004540959,101.88719210840014,4.054008345695763,1.245763076161695,0.013930193377575357,-36.10996942742839,-10.142307387274293,0.0,12.000833533040145,-12.000833533040145,100,100,8306.639189608868,7952.764378496866,353.87481111200213,3,3,1,1,21.450863271279314,8.628917393394412,1.4870335128624854,0.23419409449749007,7.448927523087518,2.120859542422875,HOLD,27,gridghost_v2_teacher
110.8433134836628,112.74260525953014,-1.89929177586734,-2.6882288012093745,-0.006209296083957651,-34.593220224367734,-11.737187439487647,0.0,25.109737634852156,-25.109737634852156,100,100,8408.363379424685,7943.740084968756,464.6232944559297,3,3,1,1,23.285967891972625,5.906829624794648,2.738758398211826,0.21871499031955055,40.61939147674277,14.69356020879889,HOLD,27,gridghost_v2_teacher
263.1577968258838,272.7456974549042,-9.587900629020396,0.25266419588323746,0.07800267568193751,10.056133352795683,15.804415169906868,97.37179821501685,99.50940523336922,-2.1376070183523694,0,0,10217.485521253619,11303.940339675442,-1086.4548184218238,7,7,1,1,-7.090352444089226,1.2757467054636535,1.8419561791733505,0.09651398810577475,16.53803145518076,5.495886747393711,HOLD,12,gridghost_v2_teacher
125.26791790485959,111.64401249048312,13.623905414376466,-0.5822694375619499,0.04384648146831869,-41.19353461159951,-12.834765864490993,0.5631801698399732,32.369976747738555,-31.80679657789858,100,100,8652.804146055942,8683.22615517638,-30.422009120438815,3,3,1,1,12.711971229620735,7.955208223359671,2.255361111003378,0.09048091862514368,31.26591579683242,12.910786024888411,DEFEND,27,gridghost_v2_teacher
